,title,compound,content,medicines
203,古砖,赤眼肿痛,新砖浸粪池中，年久取放阴处，生花刷下，入脑子和点之。（《普济方》）,古砖
204,古砖,臀生湿疮,日以新砖坐之，能去湿气。（《集玄方》）,古砖
205,烟胶,牛皮血癣,烟胶三钱，寒水石三钱，白矾二钱，花椒一钱半。为末，腊猪脂调搽。（《积德堂方》）,烟胶
206,烟胶,消渴引饮,瓦窑突上黑煤，干似铁屎者，半斤。为末，入生姜四两，同捣，绢袋盛，水五升浸汁，每饮五合。（《圣济录》）,生姜、烟胶
207,烟胶,胞衣不下,灶突后黑土三指撮，五更酒下。（陈藏器）,烟胶
208,墨,吐血不止,金墨磨汁，同莱菔汁饮。或生地黄汁亦可。（《集简方》）,生地黄、莱菔、墨
209,墨,衄血不止，眩冒欲死,浓墨汁滴入鼻中。（《梅师方》）,墨
210,墨,热病衄血出数升者,取好墨为末，鸡子白丸梧子大。用生地黄汁下一、二十丸，少顷再服，仍以葱汁磨墨，滴入鼻内，即止。（《外台秘要》）,生地黄、墨
211,墨,大小便血,好墨细末二钱，阿胶化汤调服。热多者尤相宜。（寇氏《本草衍义》）,阿胶、墨
212,墨,猝淋不通,好墨（烧）一两，为末。每服一字，温水服之。（《普济方》）,墨
213,墨,赤白下痢,姜墨丸∶用干姜、好墨各五两。为末，醋浆和丸梧子大。每服三、四十丸，米饮下，日夜六、七服，愈。（《肘后方》）崩中漏下，青黄赤白，使人无子∶好墨一钱，水服，日二服。（《肘后方》）堕胎血溢不止。墨三两（火烧醋淬三次，出火毒），没药一两。为末。每服二钱，醋汤下。（《普济方》）,没药、干姜、墨
214,墨,妇人难产,墨一寸，末之，水服立产。（《肘后方》）,墨
215,墨,胎死腹中,新汲水磨金墨，服之。（《普济方》）,墨
216,墨,胞衣不出，痛引腰脊,好墨，温酒服二钱。（《肘后方》）,墨
217,墨,痈肿发背,醋磨浓墨涂四围，中以猪胆汁涂之，干又上，一夜即消。（赵氏方）,墨
218,墨,客忤中恶,多于道间、门外得之，令人心腹绞痛，胀满，气冲心胸，不即治杀人。捣墨，水和服二钱。（《肘后方》）,墨
219,墨,飞丝入目,磨浓墨点之，即出。（《千金方》）,墨
220,墨,尘物入目,方同上。,墨
221,墨,产后血运，心闷气绝,以丈夫小便研浓墨一升服。（《子母秘录》）,墨
222,釜脐墨,猝心气痛,铛墨二钱，热小便调下。（《千金方》）,釜脐墨
223,釜脐墨,中恶心痛,铛墨五钱，盐一钱。研匀，热水一盏调下。（《千金方》）,釜脐墨
224,釜脐墨,转筋入腹,釜底墨末，和酒服一钱。（《肘后方》）,釜脐墨
225,釜脐墨,霍乱吐下,锅底墨煤半钱，灶额上墨半钱，百沸汤一盏，急搅数千下，以碗覆之，通口服，一、二口立止。（《经验方》）,釜脐墨
226,釜脐墨,吐血咯血,锅底墨炒过，研细，井华水服二钱，连进三服。（《济急方》）,井华水、釜脐墨
227,釜脐墨,妇人逆产,以手中指取釜下墨，交画儿足下，即顺。（《千金方》）,釜脐墨
228,釜脐墨,产血不下,锅底墨烟，热酒服二钱。（《生生编》）,釜脐墨
229,釜脐墨,舌猝肿大,如猪脬状，满口，不治杀人。釜墨和酒涂之。（《千金方》）,釜脐墨
230,釜脐墨,鼻气壅塞,水服釜墨一钱。（《千金方》）,釜脐墨
231,釜脐墨,鼻中息肉,方同上，三、五日愈。（《普济方》）,釜脐墨
232,釜脐墨,耳脓血,月下灰吹满耳，深入无苦，即自出。（《肘后方》）,釜脐墨
233,釜脐墨,小儿口疮,釜底墨，时时搽之。（《普济方》）,釜脐墨
234,釜脐墨,手搔疮肿作脓,用锅脐墨研细，清油调搽。（《简便方》）,釜脐墨
235,百草霜,衄血不止,百草霜末吹之，立止也。,百草霜
236,百草霜,衄血吐血,《刘长春经验方》∶治吐血，及伤酒食醉饱，低头掬损肺脏，吐血汗血，口鼻妄行，但声未失者。用乡外人家百草霜末，糯米汤服二钱。,百草霜
237,百草霜,一方,百草霜五钱，槐花末二两。每服二钱，茅根汤下。,百草霜
238,百草霜,齿缝出血,百草霜末掺之，立止。（《集简方》）,百草霜
239,百草霜,妇人崩中,百草霜二钱，狗胆汁拌匀，分作二服，当归酒下。（《经验方》）胎动下血，或胎已死。百草霜二钱，棕灰一钱，伏龙肝五钱。为末。每服一、二钱，白汤入酒及童尿调下。（笔峰《杂兴方》）胎前产后，逆生横生，瘦胎，产前产后虚损，月候不调，崩中。百草霜、白芷等分。为末。每服二钱，童子小便、醋各少许调匀，热汤化服，不过二服。（《杜壬方》）,热汤、伏龙肝、百草霜
240,百草霜,妇人白带,百草霜一两，香金墨半两。研末。每服三钱，猪肝一叶，批开入药在内，纸裹煨熟，细嚼，温酒送之。（《永类方》）,百草霜
241,百草霜,脏毒下血,百草霜五钱，以米汤调，露一夜，次早空心服。（邵真人《经验方》）,百草霜
242,百草霜,暴作泻痢,百草霜末，米饮调下二钱。（《续十全方》）,百草霜
243,百草霜,一切痢下,初起一服如神，名铁刷丸。百草霜三钱，金墨一钱，半夏七分，巴豆（煮）十四粒。研匀，黄蜡三钱，同香油化开，和成剂。量大小，每服三、五丸，或四、五十丸，姜汤下。（《江方》）,巴豆、半夏、百草霜
244,百草霜,小儿积痢,驻车丸∶用百草霜二钱，巴豆（煨去油）一钱。研匀，以飞罗面糊和丸绿豆大。每服三、五丸，赤痢，甘草汤下；白痢，米饮下；红白，姜汤下。（《全幼心鉴》）,巴豆、绿豆、甘草、百草霜
245,百草霜,挟热下痢脓血,灶突中墨、黄连各一两。为末。每酒下二钱，日二服。（《圣惠方》）,黄连、百草霜
246,百草霜,寒热疟疾,方见铅丹下。,铅丹、百草霜
247,百草霜,魇寐猝死,锅底墨，水灌二钱，并吹鼻。（《医说》）,百草霜
248,百草霜,尸厥不醒，脉动如故,灶突墨弹丸，浆水和饮，仍针百会、足大趾、中趾甲侧。（《千金方》）咽中结块，不通水食，危困欲死∶百草霜，蜜和丸芡子大。每新汲水化一丸灌下。甚者不过二丸，名百灵丸。（《普济方》）,浆水、百草霜
249,百草霜,鼻疮脓臭,百草霜末，冷水服二钱。（《三因方》）,百草霜
250,百草霜,白秃头疮,百草霜和猪脂涂之。（《简便方》）,百草霜
251,百草霜,头疮诸疮,以醋汤洗净，百草霜入腻粉少许，生油调涂，立愈。（《证类本草》）瘭疽出汁，着手足肩背，累累如米。用灶突墨、灶屋尘、釜下土研匀。水一斗，煮三沸，取汁洗，日三、四度。（《外台秘要》）,百草霜
252,梁上尘,翻胃吐食,梁上尘，黑驴尿调服之。（《集简方》）,梁上尘
253,梁上尘,霍乱吐利,屋下倒挂尘，滚汤泡，澄清服，即止。（《卫生易简方》）,梁上尘
254,梁上尘,小便不通,梁上尘二指撮，水服之。（《外台秘要》）,梁上尘
255,梁上尘,大肠脱肛,乌龙尾即梁上尘，同鼠屎烧烟于桶内，坐上熏之。数次即不脱也。（《济急》）,梁上尘
256,梁上尘,喉痹乳蛾,乌龙尾、枯矾、猪牙皂荚（以盐炒黄）等分。为末。或吹或点皆妙。（《孙氏集效方》）,皂荚、梁上尘
257,梁上尘,牙疼鼻,壁上扫土，用盐炒过，为末。随左右鼻。（《普济方》）,梁上尘
258,梁上尘,鼻中息肉,梁尘吹之。（《普济方》）,梁上尘
259,梁上尘,夜卧魇死,勿用火照，急取梁尘纳鼻中，即活。（《琐碎录》）,梁上尘
260,梁上尘,猝自缢死,梁上尘如豆大，各纳一筒中，四人同时极力吹两耳及鼻中，即活。（《外台秘要》）,梁上尘
261,梁上尘,经血不止,乌龙尾（炒烟尽）、荆芥穗各半两。为末。每服二钱，茶下。（《圣济录》）妇人胎动，日月未足欲产。梁上尘、灶突墨等分，酒服方寸匕。（《千金方》）,梁上尘
262,梁上尘,横生逆产,梁上尘，酒服方寸匕。（《子母秘录》）,梁上尘
263,梁上尘,妇人妒乳,醋和梁上尘涂之。（《千金方》）,梁上尘
264,梁上尘,石痈不脓,梁上尘灰、葵根茎灰等分。用醋和敷之。（《千金翼》）,梁上尘
265,梁上尘,发背肿痛,厨内倒吊尘，为末。以生葱极嫩心同捣膏敷之，留顶，一日一换，干则以水润之。（《濒湖集简方》）,梁上尘
266,梁上尘,无名恶疮,梁上倒挂尘二条，韭地蚯蚓泥少许。生蜜和捻作饼如钱大，阴干，用蜜水调，频敷之。（杨起《简便方》）,蚯蚓泥、梁上尘
267,梁上尘,小儿头疮，浸淫成片,梁上尘和油瓶下滓，以皂荚汤洗后涂之。（《子母秘录》）,皂荚、梁上尘
268,梁上尘,小儿赤丹,屋尘和腊猪脂敷之。（《千金方》）,梁上尘
269,梁上尘,老嗽不止,故茅屋上尘，年久着烟火者，和石黄、款冬花、妇人月经衣带为末，水和涂茅上待干，入竹筒中烧烟吸咽，无不瘥也。（陈藏器《本草》）,衣带、款冬花、梁上尘
270,锻灶灰,产后阴脱,铁炉中紫尘、羊脂，二味和匀，布裹炙热，熨推纳上。（《徐氏胎产方》）,锻灶灰
271,冬灰,人溺水死,方见上。堕水冻死，只有微气者，勿以火炙，用布袋盛热灰，放在心头，冷即换，待眼开，以温酒与之。（《普济方》）阴冷疼闷，冷气入腹，肿满杀人∶醋和热灰，频熨之。（《千金方》）,冬灰
272,冬灰,汤火伤灼,饼炉中灰，麻油调敷。不得着水。仍避风。（寇氏《衍义》）,冬灰
273,冬灰,犬咬伤人,苦酒和灰敷之，或热汤和之。（《千金方》）,热汤、冬灰
274,石碱,多年反胃,方见铅下。,石碱
275,石碱,消积破气,石碱三钱，山楂三两，阿魏五钱，半夏（皂荚水制过）一两，为末，以阿魏化醋煮糊丸服。（《摘玄方》）,石碱、半夏、阿魏、山楂
276,石碱,一切目疾,石碱拣去黑碎者，浓纸七层，包挂风处，四十九日取，研极细，日日点之。（《普济方》）,石碱
277,石碱,拳毛倒睫,用刀微划动，以药泥眼胞上，睫自起也。石碱一钱，锻石一钱。醋调涂之。（《摘玄方》）,石碱、锻石
278,石碱,虫牙疼痛,花碱填孔内，立止。（《儒门事亲》）,石碱
279,石碱,痣疣赘,花碱、矿灰（以小麦秆灰汁煎二味令干）等分。为末。以针刺破，水调点之，三日三上，即去，须新合乃效。（《圣济录》）,石碱
280,金浆,风眼烂弦,金环烧红，掠上下睑肉，日数次，甚妙。（《集简方》）,金浆
281,金浆,牙齿风痛,火烧金钗针之，立止。（《集简方》）,金浆
282,金浆,轻粉破口,凡水肿及疮病，服轻粉后口疮龈烂。金器煮汁频频含漱，能杀粉毒，以愈为度。（《外台秘要》）,金浆
283,金浆,水银入耳，能蚀人脑,以金枕耳边，自出也。（张仲景方）,金浆
284,金浆,水银入肉，令人筋挛,唯以金物熨之，水银当出蚀金，候金白色是也，频用取效，此北齐徐王方也。（《本草拾遗》）,金浆、水银
285,银,妊娠腰痛如折者,银一两，水三升，煎二升，服之。（《子母秘录》）,银
286,银,胎动欲堕，痛不可忍,银五两，苎根二两。清酒一盏，水一大盏，煎一盏，温服。（《妇人良方》）,银
287,银,胎热横闷,生银五两，葱白三寸，阿胶（炒）半两。水一盏，煎服。亦可入糯米，作粥食。（《圣惠方》）,阿胶、银
288,银,风牙疼痛,文银一两，烧红淬烧酒一盏，热漱饮之，立止。（《集简方》）口鼻疳蚀，穿唇透颊∶银屑一两，水三升，铜器煎一升，日洗三、四次。（《圣济录》）,银、烧酒
289,银,身面赤疵,常以银揩，令热，久久自消。（《千金翼》）,银
290,锡吝脂,小儿天吊多涎，搐搦不定,锡吝脂一两（水淘黑汁令尽），水银一分（以少枣肉研，不见星），牛黄半分，麝香半分，研匀，粳米饭丸黍米大。每服三十二丸，新汲水下，名保命丹。（《普济方》）,锡吝脂、牛黄、水银
291,赤铜,崔氏方,用清水洗净，又用清酢浆洗净，微揩破，取铜屑和酢热揩之，甚验。（《外台》）,赤铜
292,自然铜,心气刺痛,自然铜，火醋淬九次，研末，醋调一字服，即止。（《卫生易简方》）,自然铜
293,自然铜,项下气瘿,自然铜贮水瓮中，逐日饮食，皆用此水，其瘿自消。或火烧烟气，久久吸之，亦可。（杨仁斋《直指方》）,自然铜
294,自然铜,暑湿瘫痪，四肢不能动,自然铜（烧红，酒浸一夜）、川乌头（炮）、五灵脂、苍术（酒浸）各一两，当归二钱（酒浸）。为末，酒糊丸梧子大。每服七丸，酒下，觉四肢麻木即止。（陆氏《积德堂方》）,乌头、自然铜、五灵脂
295,铜青,风痰猝中,碧琳丹∶治痰涎潮盛，卒中不语，及一切风瘫。用生绿二两，乳细，水化去石，慢火熬干，取辰日、辰时、辰位上修合，再研入麝香一分，糯米粉糊和丸弹子大，阴干。猝中者，每丸作二服，薄荷酒研下；余风，朱砂酒化下。吐出青碧涎，泻下恶物，大效。,铜青
296,铜青,治小儿，用绿云丹,铜绿不计多少，研粉，醋面糊丸芡子大。每薄荷酒化服一丸，须臾吐涎如胶，神效。（《经验方》）,铜青
297,铜青,烂弦风眼,铜青，水调涂碗底，以艾熏干，刮下，涂烂处。（《卫生易简方》）,铜青
298,铜青,赤发秃落,油磨铜钱衣，涂之即生。（《普济方》）,铜青
299,铜青,面黑痣,以草划破，铜绿末敷之，三日勿洗水，自落。浓者，再上之。（《圣济录》）,铜青
300,铜青,走马牙疳,铜青、滑石、杏仁等分，为末，擦之立愈。（邵真人《经验方》）,铜青、滑石
301,铜青,口鼻疳疮,铜青、枯矾等分。研敷之。,铜青
302,铜青,又方,人中白一钱，铜绿三分。研敷之。,铜青
303,铜青,杨梅毒疮,铜绿醋煮研末，烧酒调搽，极痛出水，次日即干。或加白矾等分，研掺。（《简便方》）,铜青、烧酒
304,铜青,疮顽癣,铜绿七分（研），黄蜡一两化熬，以浓纸拖过，表里别以纸隔贴之。出水妙。亦治杨梅疮及虫咬。（笔峰《杂兴》）肠风痔∶方见密陀僧下。,铜青、杨梅、密陀僧
305,铜青,诸蛇螫毒,铜青敷之。（《千金方》）,铜青
306,铜青,百虫入耳,生油调铜绿滴入。（《卫生家宝方》）,铜青
307,铜青,头上生虱,铜青、明矾末，掺之。（《摘玄方》）,铜青
308,铅,乌须明目,黑铅半斤，锅内熔汁，旋入桑条灰，柳木搅成沙，筛末。每早揩牙，以水漱口洗目，能固牙明目，黑须发。（《胜金方》）,铅
309,铅,揩牙乌髭,黑铅消化，以不蛀皂荚寸切投入，炒成炭，入盐少许，研匀。日用揩牙。摘去白髭，黑者更不白也。,皂荚、铅
310,铅,又方,黑锡一斤，炒灰埋地中五日，入升麻、细辛、诃子同炒黑。日用揩牙，百日效。（《普济》）,铅、细辛、升麻
