name,description,source
霍亂吐利,屋下倒挂塵，滾湯泡，澄清服，即止。（《衛生易簡方》）,梁上塵
小便不通,梁上塵二指撮，水服之。（《外台秘要》）,梁上塵
大腸脫肛,烏龍尾即梁上塵，同鼠屎燒煙于桶内，坐上熏之。數次即不脫也。（《濟急》）,梁上塵
喉痹乳蛾,烏龍尾、枯礬、豬牙皂莢（以鹽炒黃）等分。爲末。或吹或點皆妙。（《孫氏集效方》）,梁上塵
牙疼 鼻,壁上掃土，用鹽炒過，爲末。随左右 鼻。（《普濟方》）,梁上塵
鼻中息肉,梁塵吹之。（《普濟方》）,梁上塵
夜卧魇死,勿用火照，急取梁塵納鼻中，即活。（《瑣碎錄》）,梁上塵
猝自縊死,梁上塵如豆大，各納一筒中，四人同時極力吹兩耳及鼻中，即活。（《外台秘要》）,梁上塵
經血不止,烏龍尾（炒煙盡）、荊芥穗各半兩。爲末。每服二錢，茶下。（《聖濟錄》）,梁上塵
橫生逆産,梁上塵，酒服方寸匕。（《子母秘錄》）,梁上塵
婦人妒乳,醋和梁上塵塗之。（《千金方》）,梁上塵
石癰不膿,梁上塵灰、葵根莖灰等分。用醋和敷之。（《千金翼》）,梁上塵
發背腫痛,廚内倒吊塵，爲末。以生蔥極嫩心同搗膏敷之，留頂，一日一換，乾則以水潤之。（《瀕湖集簡方》）,梁上塵
無名惡瘡,梁上倒挂塵二條，韭地蚯蚓泥少許。生蜜和撚作餅如錢大，陰乾，用蜜水調，頻敷之。（楊起《簡便方》）,梁上塵
小兒頭瘡，浸淫成片,梁上塵和油瓶下滓，以皂莢湯洗後塗之。（《子母秘錄》）,梁上塵
小兒赤丹,屋塵和臘豬脂敷之。（《千金方》）,梁上塵
老嗽不止,故茅屋上塵，年久着煙火者，和石黃、款冬花、婦人月經衣帶爲末，水和塗茅上待乾，入竹筒中燒煙吸咽，無不瘥也。（陳藏器《本草》）,梁上塵
産後陰脫,鐵爐中紫塵、羊脂，二味和勻，布裹炙熱，熨推納上。（《徐氏胎産方》）,鍛竈灰
人溺水死,用竈中灰一石埋之，從頭至足，唯露七孔，良久即蘇。凡蠅溺水死，試以灰埋之，少頃即便活，甚驗。蓋灰性暖而能拔水也。,冬灰
陰冷疼悶，冷氣入腹，腫滿殺人,醋和熱灰，頻熨之。（《千金方》）,冬灰
湯火傷灼,餅爐中灰，麻油調敷。不得着水。,冬灰
犬咬傷人,苦酒和灰敷之，或熱湯和之。（《千金方》）,冬灰
多年反胃,紫背鉛二兩，石亭脂二兩，鹽鹵汁五兩，燒鉛以鹵汁淬盡，與亭脂同炒，或焰起，铫子蓋上焰即止，研勻，蒸餅和丸梧子大。每服二十丸，煎石蓮、乾柿湯下。,石堿
消積破氣,石堿三錢，山楂三兩，阿魏五錢，半夏（皂莢水制過）一兩，爲末，以阿魏化醋煮糊丸服。（《摘玄方》）,石堿
一切目疾,石堿揀去黑碎者，濃紙七層，包挂風處，四十九日取，研極細，日日點之。,石堿
拳毛倒睫,用刀微劃動，以藥泥眼胞上，睫自起也。石堿一錢，鍛石一錢。醋調塗之。,石堿
蟲牙疼痛,花堿填孔内，立止。（《儒門事親》）,石堿
痣 疣贅,花堿、礦灰（以小麥稈灰汁煎二味令乾）等分。爲末。以針刺破，水調點之，三日三上，即去，須新合乃效。（《聖濟錄》）,石堿
風眼爛弦,金環燒紅，掠上下睑肉，日數次，甚妙。（《集簡方》）,金漿
牙齒風痛,火燒金钗針之，立止。（《集簡方》）,金漿
輕粉破口,凡水腫及瘡病，服輕粉後口瘡龈爛。金器煮汁頻頻含漱，能殺粉毒，以癒爲度。（《外台秘要》）,金漿
水銀入耳，能蝕人腦,以金枕耳邊，自出也。（張仲景方）,金漿
水銀入肉，令人筋攣,唯以金物熨之，水銀當出蝕金，候金白色是也，頻用取效，此北齊徐王方也。（《本草拾遺》）,金漿
妊娠腰痛如折者,銀一兩，水三升，煎二升，服之。（《子母秘錄》）,銀
胎動欲堕，痛不可忍,銀五兩，苎根二兩。清酒一盞，水一大盞，煎一盞，溫服。（《婦人良方》）,銀
胎熱橫悶,生銀五兩，蔥白三寸，阿膠（炒）半兩。水一盞，煎服。亦可入糯米，作粥食。（《聖惠方》）,銀
風牙疼痛,文銀一兩，燒紅淬燒酒一盞，熱漱飲之，立止。（《集簡方》,銀
口鼻疳蝕，穿唇透頰,銀屑一兩，水三升，銅器煎一升，日洗三、四次。（《聖濟錄》）,銀
身面赤疵,常以銀揩，令熱，久久自消。（《千金翼》）,銀
小兒天吊多涎，搐搦不定,錫吝脂一兩（水淘黑汁令盡），水銀一分（以少棗肉研，不見 星），牛黃半分，麝香半分，研勻，粳米飯丸黍米大。每服三十二丸，新汲水下，名保命丹。,錫吝脂
腋下狐臭,崔氏方∶用清水洗淨，又用清酢漿洗淨，微揩破，取銅屑和酢熱揩之，甚驗。,赤銅
心氣刺痛,自然銅，火 醋淬九次，研末，醋調一字服，即止。（《衛生易簡方》）,自然銅
項下氣瘿,自然銅貯水甕中，逐日飲食，皆用此水，其瘿自消。或火燒煙氣，久久吸之，亦可。（楊仁齋《直指方》）,自然銅
暑濕癱瘓，四肢不能動,自然銅（燒紅，酒浸一夜）、川烏頭（炮）、五靈脂、蒼朮（酒浸）,自然銅
風痰猝中,碧琳丹∶治痰涎潮盛，卒中不語，及一切風癱。用生綠二兩，乳細，水化去石，慢火熬乾，取辰日、辰時、辰位上脩合，再研入麝香一分，糯米粉糊和丸彈子大，陰乾。,銅青
治小兒,用綠雲丹，銅綠不計多少，研粉，醋面糊丸芡子大。每薄荷酒化服一丸，須臾吐涎如膠，神效。（《經驗方》）,銅青
爛弦風眼,銅青，水調塗碗底，以艾熏乾，刮下，塗爛處。（《衛生易簡方》）,銅青
赤發秃落,油磨銅錢衣，塗之即生。（《普濟方》）,銅青
面 黑痣,以草劃破，銅綠末敷之，三日勿洗水，自落。濃者，再上之。（《聖濟錄》）,銅青
走馬牙疳,銅青、滑石、杏仁等分，爲末，擦之立癒。（邵真人《經驗方》）,銅青
口鼻疳瘡,銅青、枯礬等分。研敷之,銅青
口鼻疳瘡,人中白一錢，銅綠三分。,銅青
楊梅毒瘡,銅綠醋煮研末，燒酒調搽，極痛出水，次日即乾。或加白礬等分，研摻。（《簡便方》,銅青
 瘡頑癬,銅綠七分（研），黃蠟一兩化熬，以濃紙拖過，表裏别以紙隔貼之。出水妙。亦治楊梅瘡及蟲咬。（筆峰《雜興》）,銅青
腸風痔 ,銅青、密陀僧各一錢，麝香少許，爲末，津和塗之。（《濟急方》）,銅青
諸蛇螫毒,銅青敷之。（《千金方》）,銅青
百蟲入耳,生油調銅綠滴入。（《衛生家寶方》）,銅青
頭上生虱,銅青、明礬末，摻之。（《摘玄方》）,銅青
烏須明目,黑鉛半斤，鍋内熔汁，旋入桑條灰，柳木攪成沙，篩末。每早揩牙，以水漱口洗目，能固牙明目，黑須發。（《勝金方》）,鉛
揩牙烏髭,黑鉛消化，以不蛀皂莢寸切投入，炒成炭，入鹽少許，研勻。日用揩牙。摘去白髭，黑者更不白也,鉛
揩牙烏髭,黑錫一斤，炒灰埋地中五日，入升麻、細辛、诃子同炒黑。,鉛
牙齒動搖,黑鉛消化，以不蛀皂莢寸切投入，炒成炭，入鹽少許，研勻。日用揩牙。摘去白髭，黑者更不白也。,鉛
烏須鉛梳,鉛十兩，錫三兩，婆羅得三個，針砂、熟地黃半兩，茜根、胡桃皮一兩，沒石子、诃黎勒皮、硫黃、石榴皮、磁石、皂礬、烏麻油各二錢半，爲末。先化鉛錫，入末一半，柳木攪勻，傾入梳模子，印成脩齒。餘末同水煮梳，三日三夜，水耗加之，取出故帛重包五日。每以熟皮襯手梳一百下，須先以皂莢水洗淨拭乾。（《普濟》）,鉛
腎臟氣發攻心，面黑欲死，及諸氣奔豚喘急,鉛二兩，石亭脂二兩，丁香一兩，木香一兩，麝香一錢。先化鉛炒乾，入亭脂急炒，焰起以醋噴之，傾入地坑?覆住，待冷取研，粟飯丸芡子大。每用二丸，熱酒化服，取汗或下或通氣即癒。如大便不通，再用一丸，入玄明粉五分服。,鉛
婦人血氣，冷痛攻心,鉛二兩，石亭脂二兩，丁香一兩，木香一兩，麝香一錢。先化鉛炒乾，入亭脂急炒，焰起以醋噴之，傾入地坑?覆住，待冷取研，粟飯丸芡子大。每用二丸，熱酒化服，取汗或下或通氣即癒。如大便不通，再用一丸，入玄明粉五分服。,鉛
風痫吐沫，反目抽掣，久患者,黑鉛、水銀（結砂）、南星（炮）各一兩。爲末，糯飯丸綠豆大。一歲一丸，乳汁下。（《普濟方》）,鉛
反胃哕逆,黑鉛化汁，入紙灰以柳木槌研成粉，一兩，入米醋一升，砂鍋熬膏，入蒸餅末少許，搗丸小豆大。,鉛
多年反胃不止,紫背鉛二兩，石亭脂二兩，鹽鹵汁五兩，燒鉛以鹵汁淬盡，與亭脂同炒，或焰起，铫子蓋上焰即止，研勻，蒸餅和丸梧子大。每服二十丸，煎石蓮、乾柿湯下。（《聖濟錄》）,鉛
消渴煩悶,黑鉛、水銀等分。結如泥，常含豆許，吞津。（《聖惠方》）,鉛
寸白蟲病,先食豬肉一片，乃以沙糖水調黑鉛灰四錢，五更服之，蟲盡下，食白粥一日。,鉛
水腫浮滿,烏錫五兩，皂莢一挺（炙）。酒二鬭，煮六沸。頻服，至小便出二、三升，即消。（《千金翼》）,鉛
小便不通,黑鉛錯末一兩，生薑半兩，燈心一握，井水煎服，先以炒蔥貼臍。（《聖惠方》）,鉛
猝然咳嗽,爐中鉛屑、桂心、皂莢等分。爲末，蜜丸如梧子大。每飲下十五丸，忌蔥。（《備急方》）,鉛
瘰 結核,鉛三兩，鐵器炒取黑灰，醋和塗上，故帛貼之，頻換，去惡汁。如此半月，不痛不破，内消爲水而癒。（劉禹錫《傳信方》）,鉛
癰疽發背,黑鉛一斤，甘草三兩（微炙）。瓶盛酒一鬭浸甘草，乃熔鉛投酒中，如此九度，去滓。飲酒醉卧即癒。（《經驗方》）,鉛
金石藥毒,黑鉛一斤，熔化，投酒一升，如此十餘次，待酒至半升，頓飲。（《勝金方》）,鉛
取輕粉毒,出山黑鉛五斤，打壺一把，盛燒酒十五斤，納土茯苓半斤，乳香三錢，封固，重湯煮一日夜，埋土中，出火毒。每日早晚任性飲數杯，後用瓦盆接小便，自有粉出爲驗。,鉛
解硫黃毒,黑錫煎湯服，即解。（《集簡方》）,鉛
小兒驚熱，心肺積熱，夜卧多驚,鉛霜、牛黃各半分，鐵粉一分。研勻。每服一字，竹瀝調下。（《聖濟錄》）,鉛霜
驚風痫疾，喉閉牙緊,鉛白霜一字，蟾酥少許。爲末，烏梅肉蘸藥于龈上揩之，仍吹通關藥，良久便開。（《普濟方》）,鉛霜
消渴煩熱,鉛白霜、枯白礬等分。爲末，蜜丸芡子大。綿裹，含化咽汁,鉛霜
消渴煩熱,鉛白霜一兩，根黃、硝石各一兩。爲末。每冷水服一錢。（《聖濟錄》）,鉛霜
喉痹腫痛,鉛白霜、甘草半兩，青黛一兩，爲末，醋糊丸芡子大。每含咽一丸，立效。,鉛霜
懸癰腫痛,鉛白霜一分，甘草（半生半炙）一分。爲末。綿裹含咽。（《聖惠方》）,鉛霜
鼻衄不止,鉛白霜末。新汲水服一字。（《十全博救方》）,鉛霜
痔瘡腫痛,鉛白霜、白片腦各半字。酒調塗之，随手見效。（《嬰童百問》）,鉛霜
室女經閉，恍惚煩熱,鉛霜半兩，生地黃汁一合。調下，日三服。（《聖惠方》,鉛霜
梳發令黑,鉛霜包梳，日日梳之，勝于染者。（《普濟方》）,鉛霜
勞復食復欲死者,水服胡粉少許。（《肘後方》）,粉錫
小兒脾洩不止,紅棗二十個去核，將官粉入内，以陰陽瓦焙乾，去棗研粉。每服三分，米湯下。（孫真人《集效方》）,粉錫
赤白痢下頻數，腸痛,定粉一兩，雞子清和，炙焦爲末。冷水服一錢。（《肘後方》）,粉錫
小兒無辜疳，下痢赤白,胡粉熟蒸，熬令色變，以飲服半錢。（《子母秘錄》）,粉錫
小兒腹脹,胡粉、鹽熬色變，以摩腹上。（《子母秘錄》）,粉錫
小兒夜啼,水服胡粉三豆大，日三服。（《子母秘錄》）,粉錫
身熱多汗,胡粉半斤，雷丸四兩，爲末粉身。（《千金方》）,粉錫
婦人心痛急者,好官粉爲末，蔥汁和丸小豆大。每服七丸，黃酒送下即止。粉能殺蟲，蔥能透氣故也。（邵真人方）,粉錫
寸白蛔蟲,胡粉炒燥，方寸匕，入肉 中，空心服，大效。（張文仲《備急方》）,粉錫
鼻衄不止,胡粉炒黑，醋服一錢，即止（《聖惠方》）,粉錫
齒縫出血,胡粉半兩，麝香半錢，爲末。卧時揩牙。（《聖濟錄》）,粉錫
折傷接骨,官粉、硼砂等分，爲末。每服一錢，蘇木湯調下，仍頻飲蘇木湯，大效。（《接骨方》）,粉錫
杖瘡腫痛,水粉一兩，赤石脂（生）一錢，水銀一分，以麻油杵成膏，攤油紙貼之。肉消者，填滿緊縛。（《救急方》）,粉錫
抓傷面皮,香油調鉛粉搽之，一夕癒。（《集簡方》）,粉錫
食梅牙 ,韶粉揩之。（《相感誌》）,粉錫
染白須發,胡粉、鍛石等分，水和塗之，以油紙包，烘令溫暖，候未燥間洗去，以油潤之，黑如漆也。（《博物誌》）,粉錫
腋下胡臭,胡粉常粉之。或以胡粉三合，和牛脂煎稠塗之。（《千金方》）,粉錫
陰股常濕,胡粉粉之。（《備急方》）,粉錫
乾濕癬瘡,胡粉粉之。（《備急方》）,粉錫
黃水膿瘡,官粉（ 黃）、松香各三錢，黃丹一錢，飛礬二錢。爲末，香油二兩，熬膏敷之。（邵真人方）,粉錫
小兒耳瘡月蝕,胡粉，和土塗之。（《子母秘錄》）,粉錫
小兒疳瘡,熬胡粉，豬脂和塗。（張文仲方）,粉錫
小兒舌瘡,胡粉，和豬 骨中髓，日三敷之。（《食醫心鏡》）,粉錫
燕口吻瘡,胡粉（炒）一分，黃連半兩，爲末，敷之。（《普濟方》）,粉錫
妒精陰瘡,鉛粉二錢，銀杏仁七個，銅铫内炒至杏黃，去杏取粉，出火毒，研搽效。（《集簡方》）,粉錫
反花惡瘡,胡粉一兩，胭脂一兩。爲末。鹽湯洗淨敷之，日五次。（《聖惠方》）,粉錫
血風 瘡,用官粉四兩，水調入碗内，以蕲州艾葉燒煙熏乾，入乳香少許同研，香油調作隔紙膏，反復貼之。,粉錫
血風 瘡,用官粉炒過，桐油調作隔紙貼之。,粉錫
小兒丹毒,唾和胡粉，從外至内敷之良。（《千金方》）,粉錫
湯火燒瘡,胡粉，羊髓和，塗之。（孫真人方）,粉錫
瘡傷水濕,胡粉、炭灰等分，脂和塗孔上，水即出也。（《千金方》）,粉錫
蠼 尿瘡,酢和胡粉塗之。（《千金方》）,粉錫
諸蛇螫傷,胡粉和大蒜搗塗。（《千金方》）,粉錫
誤吞金銀及錢,胡粉一兩，豬脂調，分再服，令消烊出也。（《外台秘要》）,粉錫
三年目翳,胡粉塗之。（《聖惠方》）,粉錫
腹中鱉症,胡粉、黍米，淋汁溫服，大效。（《衛生易簡方》）,粉錫
消渴煩亂,黃丹，新汲水服一錢，以荞麥粥壓之。（《聖惠方》）,鉛丹
吐逆不止,碧霞丹∶用北黃丹四兩，米醋半升，煎乾，炭火三秤，就铫内 紅，冷定爲末，粟米飯丸梧子大。每服七丸，醋湯下。（《集驗方》,鉛丹
伏暑霍亂,水浸丹，見木部巴豆下。,鉛丹
燒針丸,用黃丹研末，小棗肉和丸芡子大。每以一丸，針簽于燈上燒過，研細，乳汁調下。一加朱砂、枯礬等分。（謝氏《小兒方》）,鉛丹
